fire_id,ignite_h,scan_hour,horizon,loc,damagearea,haz_top_pct,is_wui,pop
4444,2022-02-26 13:00:00,11,2,경북 상주 nan,0.3,7.995946407318115,False,0.0
4441,2022-02-26 15:00:00,14,1,경북 문경 문경,24.0,0.9346120953559875,False,2768.9457047581673
4442,2022-02-26 15:00:00,14,1,부산 북 nan,0.05,18.91534423828125,False,3675.226194024086
4324,2022-02-26 16:00:00,14,2,경북 봉화 봉화,0.2,10.770752906799316,False,188.3013159930706
4440,2022-02-26 16:00:00,14,2,강원 인제 기린,5.0,87.59683227539062,False,181.51496759057045
4319,2022-02-27 13:00:00,11,2,충남 당진 석문,0.2,84.51170349121094,False,20.215393632650375
4320,2022-02-27 13:00:00,11,2,경기 파주 탄현,0.02,,False,53.68494915962219
4321,2022-02-27 13:00:00,11,2,울산 동 nan,2.0,4.271206855773926,False,2825.7904372513294
4317,2022-02-27 14:00:00,11,3,충남 태안 이원,1.5,64.09068298339844,False,8.23543044924736
4318,2022-02-27 14:00:00,11,3,충남 홍성 결성,0.14,89.4703598022461,True,89.77158069610596
4316,2022-02-27 15:00:00,14,1,경북 김천 부항,0.2,58.75153732299805,False,4.4023018181324005
4315,2022-02-27 16:00:00,14,2,충남 아산 음봉,0.05,61.074493408203125,False,6.746808797121048
4314,2022-02-27 17:00:00,14,3,경북 영천 화남,0.2,51.88817596435547,False,0.4310862720012665
4311,2022-02-28 13:00:00,11,2,경기 용인 처인 남사,0.03,71.88233947753906,True,23.62123131752014
4310,2022-02-28 14:00:00,11,3,경남 합천 율곡,813.89,17.255783081054688,False,1.1546194553375244
4309,2022-02-28 16:00:00,14,2,전남 곡성 겸,0.1,4.478719234466553,False,3.830387979745865
4308,2022-02-28 17:00:00,14,3,충북 단양 대강,0.01,78.95281219482422,False,4.667485475540161
4305,2022-03-01 17:00:00,14,3,충남 홍성 서부,0.05,59.05393600463867,True,12.515688508749008
4304,2022-03-02 14:00:00,11,3,부산 금정 nan,0.7,0.9977797269821167,False,0.0
4303,2022-03-03 12:00:00,11,1,경남 창원 의창 nan,0.3,28.577302932739258,False,3539.1895504891872
4301,2022-03-03 13:00:00,11,2,경기 양주 광적,0.01,,False,55.44750812649727
4302,2022-03-03 13:00:00,11,2,경북 문경 산북,0.4,39.737545013427734,True,11.75394144654274
4300,2022-03-03 14:00:00,11,3,경기 고양 덕양,0.01,85.47521209716797,False,219.25276324152946
4299,2022-03-03 15:00:00,14,1,경기 안성 일죽,0.1,50.56044387817383,True,13.133933663368225
4298,2022-03-03 16:00:00,14,2,경북 영천 청통,0.2,11.437104225158691,True,28.45310616493225
4293,2022-03-04 12:00:00,11,1,강원 영월 김삿갓,184.01,7.519098281860352,False,0.0
4292,2022-03-04 15:00:00,14,1,경북 구미 옥성,0.01,23.867956161499023,False,43.4743946492672
